ID,Full Guideline,Slogan,Restructured,Example,Argument,Support/Citation,Data Domain,Tool Used/Mentioned,Dashboard Type,Authors,Work,Year,Publisher,How I found it ,Format,Reason for Rating,Subjective Trust Score:,Link,Guideline + Slogan
D021.043,"Performance is paramount when dashboards handle large datasets or require real-time updates. Users expect dashboards to load quickly and operate seamlessly, regardless of the complexity of the data. ",Prioritize performance optimization ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Prioritize performance optimization : Performance is paramount when dashboards handle large datasets or require real-time updates. Users expect dashboards to load quickly and operate seamlessly, regardless of the complexity of the data. "
D021.044,Consolidate requests into batch processes and fetch only the data necessary for immediate display. ,Minimize API calls,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Minimize API calls: Consolidate requests into batch processes and fetch only the data necessary for immediate display. 
D021.045,"Cache commonly used datasets to reduce the need for repeated server requests, ensuring faster load times.",Data caching,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Data caching: Cache commonly used datasets to reduce the need for repeated server requests, ensuring faster load times."
D021.046,"Load elements incrementally, displaying critical content first while deferring non-essential elements until the user scrolls. ",Lazy loading,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Lazy loading: Load elements incrementally, displaying critical content first while deferring non-essential elements until the user scrolls. "
D021.047,"Compress images, minimize file sizes, and use vector-based graphics (SVG) to ensure scalability without quality loss. ",Optimize visual assets,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Optimize visual assets: Compress images, minimize file sizes, and use vector-based graphics (SVG) to ensure scalability without quality loss. "
D021.048,"Add features like forecasting modules to highlight expected trends, such as sales projections or customer churn rates. ",Leverage predictive analytics and AI ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Leverage predictive analytics and AI : Add features like forecasting modules to highlight expected trends, such as sales projections or customer churn rates. "
D021.049,"Use anomaly detection tools that alert users to unusual patterns in data, such as sudden drops in website traffic or spikes in operational costs. ",Leverage predictive analytics and AI ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Leverage predictive analytics and AI : Use anomaly detection tools that alert users to unusual patterns in data, such as sudden drops in website traffic or spikes in operational costs. "
D021.050,"Implement natural language processing (NLP) for conversational interfaces, enabling users to ask questions like, “What will our revenue look like next quarter?” and receive predictive insights. ",Leverage predictive analytics and AI ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Leverage predictive analytics and AI : Implement natural language processing (NLP) for conversational interfaces, enabling users to ask questions like, “What will our revenue look like next quarter?” and receive predictive insights. "
D021.051,"As organizations adopt multiple dashboards for various functions—marketing, operations, finance, etc.—cross-dashboard integration becomes essential for a unified experience. Silos of information hinder collaboration and decision-making, which integrated dashboards can solve. ",Enable cross-dashboard integration ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Enable cross-dashboard integration : As organizations adopt multiple dashboards for various functions—marketing, operations, finance, etc.—cross-dashboard integration becomes essential for a unified experience. Silos of information hinder collaboration and decision-making, which integrated dashboards can solve. "
D021.052,"Enable seamless data flow between dashboards. For example, let a user drill down from a strategic dashboard into an operational dashboard to see real-time metrics. ",Enable cross-dashboard integration ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Enable cross-dashboard integration : Enable seamless data flow between dashboards. For example, let a user drill down from a strategic dashboard into an operational dashboard to see real-time metrics. "
D021.053,Use single sign-on (SSO) and shared authentication to create a cohesive user experience across dashboards. ,Enable cross-dashboard integration ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Enable cross-dashboard integration : Use single sign-on (SSO) and shared authentication to create a cohesive user experience across dashboards. 
D021.054,"Provide linking and embedding options, allowing users to navigate between related data sources without leaving the platform. ",Enable cross-dashboard integration ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Enable cross-dashboard integration : Provide linking and embedding options, allowing users to navigate between related data sources without leaving the platform. "
D021.055,Use dynamic language toggles to allow users to switch between preferred languages seamlessly. ,Design for multilingual support ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Design for multilingual support : Use dynamic language toggles to allow users to switch between preferred languages seamlessly. 
D021.056,"Localize date, time, and currency formats based on the user’s region. ",Design for multilingual support ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Design for multilingual support : Localize date, time, and currency formats based on the user’s region. "
D021.057,Account for right-to-left (RTL) languages like Arabic or Hebrew by mirroring the entire dashboard layout. ,Design for multilingual support ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Design for multilingual support : Account for right-to-left (RTL) languages like Arabic or Hebrew by mirroring the entire dashboard layout. 
D021.058,"Translate content thoughtfully, including KPI labels, tooltips, and notifications, while ensuring technical accuracy. ",Design for multilingual support ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Design for multilingual support : Translate content thoughtfully, including KPI labels, tooltips, and notifications, while ensuring technical accuracy. "
D021.059,Comments and annotations: Allow users to tag team members or leave comments directly on specific data points or visualizations. ,Integrate real-time collaboration tools ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Integrate real-time collaboration tools : Comments and annotations: Allow users to tag team members or leave comments directly on specific data points or visualizations. 
D021.060,Shared views: Enable users to save and share customized dashboard views for team discussions. ,Integrate real-time collaboration tools ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,Integrate real-time collaboration tools : Shared views: Enable users to save and share customized dashboard views for team discussions. 
D021.061,"Activity logs: Track who made changes, added comments, or applied filters, ensuring accountability and transparency. ",Integrate real-time collaboration tools ,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Integrate real-time collaboration tools : Activity logs: Track who made changes, added comments, or applied filters, ensuring accountability and transparency. "
D021.062,"Progress bars: Show completion rates for KPIs, like achieving 80% of a quarterly sales goal. ",Employ gamification elements,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Employ gamification elements: Progress bars: Show completion rates for KPIs, like achieving 80% of a quarterly sales goal. "
D021.063,"Badges and rewards: Award users for milestones, such as reducing response times or improving conversion rates. ",Employ gamification elements,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Employ gamification elements: Badges and rewards: Award users for milestones, such as reducing response times or improving conversion rates. "
D021.064,"Leaderboard views: For team-based dashboards, introduce leaderboards to foster friendly competition. ",Employ gamification elements,,,,,Nonspecific,Nonspecific,“A dashboard is a visual display of data used to monitor conditions and/or facilitate understanding.”,Fazmeena,Top 30 Best Dashboard UI/UX Design Principles You Must Know in 2025,2024,AufaitUX,DuckDuckGo search,Blog post,"Unsure of publisher, author doesn't use full name",3,https://www.aufaitux.com/blog/dashboard-design-principles/,"Employ gamification elements: Leaderboard views: For team-based dashboards, introduce leaderboards to foster friendly competition. "
D022.001,"Something powerful happens when information is seen together, at the same time. Not only does this provide convenience for viewers and save them valuable time, it also paints a complete picture that can bring to light important connections that might not be visible otherwise. Something critical is sacrificed when the viewer must lose sight of some data in order to scroll down or over, or move from screen to screen to see the rest",Exceeding the boundaries of a single screen,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Exceeding the boundaries of a single screen: Something powerful happens when information is seen together, at the same time. Not only does this provide convenience for viewers and save them valuable time, it also paints a complete picture that can bring to light important connections that might not be visible otherwise. Something critical is sacrificed when the viewer must lose sight of some data in order to scroll down or over, or move from screen to screen to see the rest"
D022.002,"Measures of what’s currently going can be enriched by providing one or more comparative measures, such as a target or some history, as well as a quick visual means for assessing the measure’s qualitative state (for example, good, satisfactory, or bad).",Supplying inadequate context for the data,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Supplying inadequate context for the data: Measures of what’s currently going can be enriched by providing one or more comparative measures, such as a target or some history, as well as a quick visual means for assessing the measure’s qualitative state (for example, good, satisfactory, or bad)."
D022.003,dashboards should never display information that is more detailed or precise than necessary.,Displaying excessive detail or precision,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,Displaying excessive detail or precision: dashboards should never display information that is more detailed or precise than necessary.
D022.004,"For a measure to be meaningful, viewers must know what is being measured and the units in which the measure is being expressed. A measure is poorly expressed if it fails to directly, clearly, and efficiently communicate the meaning that the dashboard viewer must discern. If the dashboard viewer only needs to know by how much actual revenue differs from budgeted revenue, rather than displaying the actual revenue amount of $76,934 and the budgeted revenue amount of $85,000 and leaving it to the viewer to calculate the difference, why not display the variance amount directly? A",Expressing measures indirectly,,,,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Expressing measures indirectly: For a measure to be meaningful, viewers must know what is being measured and the units in which the measure is being expressed. A measure is poorly expressed if it fails to directly, clearly, and efficiently communicate the meaning that the dashboard viewer must discern. If the dashboard viewer only needs to know by how much actual revenue differs from budgeted revenue, rather than displaying the actual revenue amount of $76,934 and the budgeted revenue amount of $85,000 and leaving it to the viewer to calculate the difference, why not display the variance amount directly? A"
D022.005,"Using a graph when a table of numbers would work better and vice versa is a frequent mistake, but what is more common and egregious is use of the wrong type of graph for the data and its message.",Choosing inappropriate media of display,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Choosing inappropriate media of display: Using a graph when a table of numbers would work better and vice versa is a frequent mistake, but what is more common and egregious is use of the wrong type of graph for the data and its message."
D022.006,"Variety might be the spice of life, but if it is introduced on a dashboard for its own sake, the display suffers. You should always select the means of display that works best, even if that results in a dashboard that is filled with nothing but multiple instances of the same type of graph",Introducing meaningless variety,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Introducing meaningless variety: Variety might be the spice of life, but if it is introduced on a dashboard for its own sake, the display suffers. You should always select the means of display that works best, even if that results in a dashboard that is filled with nothing but multiple instances of the same type of graph"
D022.007,"Once you’ve chosen the right means to display the information and its message, you must also design the components of that display to communicate clearly and efficiently, without any distraction.",Using poorly designed display media,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Using poorly designed display media: Once you’ve chosen the right means to display the information and its message, you must also design the components of that display to communicate clearly and efficiently, without any distraction."
D022.008,"When you use a graph to communicate quantitative data, the values are encoded in the form of visual objects, such as the bars on the graph below. These visual objects should accurately encode the values so you can compare them to one another as a means to compare the values and understand the relationships",Encoding quantitative data inaccurately,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Encoding quantitative data inaccurately: When you use a graph to communicate quantitative data, the values are encoded in the form of visual objects, such as the bars on the graph below. These visual objects should accurately encode the values so you can compare them to one another as a means to compare the values and understand the relationships"
D022.009,"If a dashboard isn’t organized with appropriate placement of information based on importance and desired viewing sequence, along with visual design that segregates data into meaningful groups without fragmenting it into a confusing labyrinth, the result is a cluttered mess",Arranging the data poorly,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Arranging the data poorly: If a dashboard isn’t organized with appropriate placement of information based on importance and desired viewing sequence, along with visual design that segregates data into meaningful groups without fragmenting it into a confusing labyrinth, the result is a cluttered mess"
D022.010,"You should be able to look at a dashboard and have your eyes immediately drawn to the information that is most important. When everything is visually prominent, nothing stands out.",Ineffectively highlighting what’s important,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Ineffectively highlighting what’s important: You should be able to look at a dashboard and have your eyes immediately drawn to the information that is most important. When everything is visually prominent, nothing stands out."
D022.011,"I say “silly” because the decoration that finds it way onto many dashboards, often to make it look like something it isn’t (such as an automobile dashboard), becomes an absurd distraction from the task at hand.",Cluttering the screen with useless decoration,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Cluttering the screen with useless decoration: I say “silly” because the decoration that finds it way onto many dashboards, often to make it look like something it isn’t (such as an automobile dashboard), becomes an absurd distraction from the task at hand."
D022.012,". Color choices must made thoughtfully, based on an understanding of how people perceive color and the significance of color differences.",Misusing or overusing color,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Misusing or overusing color: . Color choices must made thoughtfully, based on an understanding of how people perceive color and the significance of color differences."
D022.013,"e. When a dashboard is unattractive—unpleasant to look at—the viewer is put in a frame of mind that is not conducive to its effective use. I’m not advocating that we add touches to make dashboards pretty, but rather that we attractively display the data itself without adding anything whatsoever. ",Designing an unappealing visual display,,Exemplar Dashboard (Negative),,,Nonspecific,Nonspecific,"A dashboard is a visual display of the most important information needed to achieve one or more objectives,
consolidated and arranged on a single screen so the information can be monitored at a glance.",Stephen Few,Common Pitfalls in Dashboard Design,2006,Perceptual Edge,Google Scholar,White paper,Stephen Few is an authority on the subject,5,https://www.perceptualedge.com/articles/Whitepapers/Common_Pitfalls.pdf,"Designing an unappealing visual display: e. When a dashboard is unattractive—unpleasant to look at—the viewer is put in a frame of mind that is not conducive to its effective use. I’m not advocating that we add touches to make dashboards pretty, but rather that we attractively display the data itself without adding anything whatsoever. "
D023.001,"Build your dashboard with the audience in mind, whether that audience is yourself, your co-worker, or another team.",Who is the audience?,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"Who is the audience?: Build your dashboard with the audience in mind, whether that audience is yourself, your co-worker, or another team."
D023.002,"Some dashboards will have multiple audiences, and in some cases can suit everyone’s needs without conflict. But in other cases you’ll have to balance audience priorities and decide which role is more important.",Who is the audience?,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"Who is the audience?: Some dashboards will have multiple audiences, and in some cases can suit everyone’s needs without conflict. But in other cases you’ll have to balance audience priorities and decide which role is more important."
D023.003,You shouldn’t build a dashboard just for the sake of having one. Establish the core question that this dashboard is trying to answer and what value the answer will provide,What value does the dashboard bring?,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,What value does the dashboard bring?: You shouldn’t build a dashboard just for the sake of having one. Establish the core question that this dashboard is trying to answer and what value the answer will provide
D023.004,"Now that you have established who this dashboard is for, and the value it should bring, begin deciding on what you will be measuring and displaying on the dashboard. What information is applicable for this dashboard?",What are the key metrics to focus on?,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"What are the key metrics to focus on?: Now that you have established who this dashboard is for, and the value it should bring, begin deciding on what you will be measuring and displaying on the dashboard. What information is applicable for this dashboard?"
D023.005,"If you are building out drill downs you’ll need to have charts set up that are obviously connected to each other with proper titles, headings, or contextual text",User Interactivity,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"User Interactivity: If you are building out drill downs you’ll need to have charts set up that are obviously connected to each other with proper titles, headings, or contextual text"
D023.006,"If you are building out dashboard filters, you’ll need to consider their placement",User Interactivity,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"User Interactivity: If you are building out dashboard filters, you’ll need to consider their placement"
D023.007,"The more people working on the dashboard, the more consideration you should place on creating a clear and simple dashboard that everyone can read.",User Interactivity,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"User Interactivity: The more people working on the dashboard, the more consideration you should place on creating a clear and simple dashboard that everyone can read."
D023.008,"Position the most important information where your audience will look first. People tend to scan a page starting at the top left, read from left to right, and focus on the left side (in Western cultures)",Guide the Flow of Eye,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"Guide the Flow of Eye: Position the most important information where your audience will look first. People tend to scan a page starting at the top left, read from left to right, and focus on the left side (in Western cultures)"
D023.009,"To keep things simple, use a single font type, a limited color palette, and limited labels.",Keep it Simple,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,"Keep it Simple: To keep things simple, use a single font type, a limited color palette, and limited labels."
D023.010,Keep the dashboard clutter free and avoid putting too many charts in one place.,Keep it Simple,,,,,BI,Nonspecific,"Your business intelligence dashboard is the portal to your most important business metrics and insights. It can be the daily gateway into your team’s activities, the scoreboard for your organizational goals, or a way for your company’s stakeholders to find new insights.",Natasha,Dashboard Design Best Practices: The Dashboard's Purpose,2015,Chartio,Google search,Blog post,Unsure of publisher,3,https://chartio.com/blog/dashboard-design-best-practices-dashboards-purpose/,Keep it Simple: Keep the dashboard clutter free and avoid putting too many charts in one place.
